worker_id,city,zone,date,day_of_week,hours_worked,orders_completed,rainfall_mm,aqi,temperature_c,humidity_pct,earnings,target_earnings
GK-10754,Delhi,Rohini,2025-12-23,1,11.9,31,0.0,284,28.8,60.2,1417.68,1417.68
GK-11549,Mumbai,Kurla,2025-11-27,3,12.9,28,0.0,143,29.8,62.9,1882.35,1882.35
GK-10681,Delhi,Dwarka,2026-02-04,2,10.8,24,0.0,160,33.3,36.7,917.92,917.92
GK-11177,Delhi,Rohini,2026-01-02,4,9.4,20,0.0,456,25.5,46.9,960.01,960.01
GK-10814,Delhi,Karol Bagh,2025-10-17,4,12.7,26,1.7,107,42.9,34.2,1277.83,1277.83
GK-11660,Delhi,Dwarka,2026-01-03,5,7.4,14,0.0,285,35.0,50.9,857.71,857.71
GK-10083,Delhi,Connaught Place,2025-11-01,5,12.8,37,0.0,282,22.1,61.8,1621.32,1621.32
GK-10432,Mumbai,Navi Mumbai,2025-12-20,5,7.9,21,0.0,228,31.0,68.8,1368.4,1368.4
GK-10340,Chennai,Anna Nagar,2026-02-12,3,10.3,28,0.0,142,21.1,38.0,915.13,915.13
GK-10871,Chennai,T. Nagar,2025-12-20,5,7.9,20,11.7,20,24.4,50.8,1143.9,1143.9
GK-10617,Mumbai,Borivali,2025-12-24,2,11.9,31,0.0,130,24.3,37.6,1533.59,1533.59
GK-11152,Delhi,Connaught Place,2025-12-13,5,11.7,20,0.0,487,28.6,47.5,1588.45,1588.45
GK-11872,Delhi,Rohini,2026-01-25,6,8.6,22,0.0,244,33.8,54.5,1243.66,1243.66
GK-10617,Mumbai,Borivali,2026-01-26,0,14.0,24,0.0,98,29.6,50.8,1666.61,1666.61
GK-11346,Mumbai,Borivali,2026-02-03,1,13.2,23,0.1,129,26.1,65.5,1217.23,1217.23
GK-11589,Chennai,Anna Nagar,2026-01-18,6,12.9,24,0.0,130,29.5,45.4,1546.4,1546.4
GK-11474,Chennai,Sholinganallur,2025-10-28,1,11.7,27,21.8,109,31.5,71.7,1009.61,1009.61
GK-10420,Delhi,Janakpuri,2025-11-05,2,11.2,28,4.3,345,37.9,43.4,1313.8,1313.8
GK-11820,Chennai,Mylapore,2025-11-15,5,11.6,18,7.1,55,32.2,52.2,1997.63,1997.63
GK-10984,Delhi,Nehru Place,2025-10-26,6,11.3,18,0.0,29,42.6,42.2,1302.03,1302.03
GK-11114,Mumbai,Powai,2025-12-27,5,12.4,26,0.0,116,26.9,63.8,2341.26,2341.26
GK-10401,Mumbai,Goregaon,2026-02-28,5,9.2,21,0.0,112,24.6,38.8,1579.34,1579.34
GK-10638,Delhi,Lajpat Nagar,2025-11-07,4,7.6,17,2.4,472,41.4,63.5,830.93,830.93
GK-11931,Delhi,Dwarka,2026-01-01,3,12.3,31,0.0,446,17.5,35.1,903.98,903.98
GK-11369,Delhi,Lajpat Nagar,2026-01-04,6,12.3,20,0.0,218,36.0,36.5,1810.63,1810.63
GK-10121,Delhi,Chandni Chowk,2026-01-01,3,9.8,18,0.0,226,32.4,47.2,1144.1,1144.1
GK-11337,Mumbai,Goregaon,2025-11-11,1,9.8,28,0.0,78,30.6,35.7,1174.13,1174.13
GK-10342,Delhi,Connaught Place,2026-03-04,2,12.7,20,0.0,147,27.6,69.1,2016.02,2016.02
GK-11245,Mumbai,Navi Mumbai,2025-10-09,3,8.6,18,0.0,70,32.8,47.2,793.68,793.68
GK-10281,Chennai,T. Nagar,2025-10-31,4,8.5,18,0.0,103,33.3,82.5,749.21,749.21
GK-10481,Mumbai,Andheri,2025-10-08,2,9.9,18,0.0,178,29.5,43.3,956.68,956.68
GK-10710,Chennai,Mylapore,2026-03-28,5,7.9,15,0.0,89,31.2,67.8,882.34,882.34
GK-11678,Chennai,T. Nagar,2025-10-27,0,10.5,31,0.0,58,31.3,62.8,1809.93,1809.93
GK-11094,Chennai,Sholinganallur,2025-11-06,3,11.3,31,39.0,70,28.6,73.2,820.61,820.61
GK-11479,Delhi,Connaught Place,2026-02-02,0,9.3,17,0.0,103,35.2,34.6,827.99,827.99
GK-11290,Mumbai,Navi Mumbai,2025-12-03,2,5.6,15,0.0,210,21.0,61.8,1037.92,1037.92
GK-11351,Chennai,Tambaram,2025-11-10,0,6.0,14,0.0,150,35.2,55.7,751.05,751.05
GK-10026,Mumbai,Andheri,2026-01-26,0,8.6,24,0.0,147,30.9,55.4,1424.24,1424.24
GK-10602,Delhi,Pitampura,2026-02-21,5,9.9,24,0.0,155,26.7,45.0,1617.98,1617.98
GK-11132,Chennai,Mylapore,2026-03-06,4,11.9,29,0.0,169,33.1,45.2,967.06,967.06
GK-10687,Mumbai,Borivali,2025-10-06,0,4.9,14,0.0,186,28.3,55.2,621.09,621.09
GK-10131,Mumbai,Bandra,2026-01-15,3,5.3,10,0.0,121,30.3,33.8,714.58,714.58
GK-11969,Delhi,Connaught Place,2025-11-04,1,9.5,27,0.0,285,29.4,45.6,714.34,714.34
GK-10027,Mumbai,Kurla,2025-12-11,3,6.6,19,0.0,87,18.5,58.5,904.76,904.76
GK-10246,Chennai,Guindy,2025-12-04,3,10.5,22,0.0,98,28.6,53.7,1183.16,1183.16
GK-11376,Delhi,Connaught Place,2026-03-08,6,9.8,22,0.0,132,41.5,30.9,898.36,898.36
GK-10573,Mumbai,Dadar,2025-11-26,2,8.0,22,0.0,146,36.1,32.9,1067.13,1067.13
GK-11755,Chennai,Guindy,2026-01-18,6,10.7,30,0.0,137,31.4,55.1,1420.88,1420.88
GK-11207,Mumbai,Navi Mumbai,2025-12-17,2,6.5,12,0.0,128,27.3,63.1,750.68,750.68
GK-11204,Delhi,Chandni Chowk,2026-01-10,5,14.0,32,0.0,362,18.9,32.4,1801.27,1801.27
GK-10092,Mumbai,Borivali,2025-11-20,3,6.2,17,12.6,83,30.7,39.2,688.73,688.73
GK-10558,Chennai,Velachery,2026-03-18,2,12.5,20,0.0,165,31.3,33.0,1295.48,1295.48
GK-11899,Delhi,Janakpuri,2026-01-05,0,12.3,28,0.0,402,40.8,66.0,1359.75,1359.75
GK-10798,Chennai,Chromepet,2025-10-06,0,11.5,25,0.0,185,35.8,92.0,1602.41,1602.41
GK-10929,Delhi,Connaught Place,2026-02-06,4,14.0,40,0.0,122,39.0,47.3,1383.81,1383.81
GK-10729,Delhi,Rohini,2026-02-24,1,12.2,22,0.0,91,38.6,46.0,1624.62,1624.62
GK-10916,Chennai,T. Nagar,2026-01-21,2,7.2,21,0.0,156,25.4,37.1,671.54,671.54
GK-10194,Delhi,Dwarka,2025-12-15,0,12.3,25,0.0,375,36.0,57.4,1639.6,1639.6
GK-11895,Chennai,Guindy,2026-01-06,1,6.1,9,0.0,111,29.2,44.5,666.41,666.41
GK-11605,Mumbai,Andheri,2026-02-23,0,7.3,11,0.0,106,27.1,54.3,1135.63,1135.63
GK-11601,Mumbai,Kurla,2025-11-17,0,6.4,11,0.0,135,27.9,57.7,870.64,870.64
GK-10770,Chennai,Porur,2026-01-28,2,8.7,21,0.0,108,24.9,35.7,914.93,914.93
GK-10320,Chennai,Guindy,2026-03-05,3,13.8,28,0.0,58,36.8,32.2,1403.64,1403.64
GK-11061,Delhi,Nehru Place,2025-12-24,2,11.1,30,0.0,346,21.0,50.5,1773.56,1773.56
GK-10669,Mumbai,Dadar,2025-11-19,2,10.6,21,0.0,176,28.1,39.1,1275.6,1275.6
GK-11419,Chennai,Tambaram,2026-02-20,4,5.9,10,0.0,176,29.5,69.1,600.96,600.96
GK-11532,Chennai,Mylapore,2025-12-19,4,11.2,23,51.1,81,32.3,52.3,1161.84,1161.84
GK-11291,Mumbai,Goregaon,2025-10-18,5,7.5,17,0.0,96,28.7,48.9,708.56,708.56
GK-11864,Chennai,Guindy,2025-10-03,4,14.0,21,0.0,209,30.4,86.1,1282.4,1282.4
GK-10699,Chennai,T. Nagar,2026-01-05,0,10.8,30,0.0,153,28.5,62.4,1880.48,1880.48
GK-10013,Delhi,Karol Bagh,2025-12-25,3,6.2,14,0.0,220,23.4,60.0,608.76,608.76
GK-11036,Chennai,Anna Nagar,2025-12-24,2,10.6,16,13.6,141,23.7,92.6,1355.22,1355.22
GK-10770,Chennai,Porur,2026-02-27,4,7.0,18,0.0,178,23.2,33.4,813.59,813.59
GK-10095,Delhi,Lajpat Nagar,2025-10-29,2,5.8,12,0.0,111,33.1,59.7,783.61,783.61
GK-11197,Mumbai,Borivali,2026-01-29,3,5.6,9,0.0,138,19.4,37.4,740.32,740.32
GK-11314,Delhi,Karol Bagh,2025-11-30,6,7.3,18,0.0,352,29.1,62.7,969.75,969.75
GK-11413,Chennai,Chromepet,2025-10-19,6,13.1,35,14.5,171,31.8,81.0,2663.86,2663.86
GK-10359,Chennai,Guindy,2025-10-05,6,9.3,25,0.0,141,34.4,83.0,1228.56,1228.56
GK-10431,Mumbai,Andheri,2026-01-29,3,14.0,41,0.0,122,30.1,52.1,1633.23,1633.23
GK-10642,Mumbai,Borivali,2026-03-15,6,11.0,23,0.0,95,36.0,44.7,1752.27,1752.27
GK-11069,Mumbai,Navi Mumbai,2026-01-10,5,7.7,21,1.5,145,22.6,51.3,1339.87,1339.87
GK-10821,Chennai,Sholinganallur,2026-01-12,0,13.4,30,0.0,111,27.5,44.0,1169.79,1169.79
GK-11618,Mumbai,Goregaon,2025-12-16,1,11.6,28,0.0,122,20.3,60.8,1496.39,1496.39
GK-10819,Delhi,Nehru Place,2026-02-15,6,12.3,35,0.0,136,21.4,36.1,1648.91,1648.91
GK-11082,Delhi,Rohini,2026-03-11,2,6.7,18,0.0,132,35.1,52.1,772.99,772.99
GK-10839,Chennai,Porur,2026-02-11,2,4.3,12,0.0,110,30.5,67.1,613.16,613.16
GK-10092,Mumbai,Borivali,2025-11-15,5,8.2,15,0.0,182,28.8,33.8,1072.67,1072.67
GK-11622,Mumbai,Dadar,2026-02-20,4,8.2,18,0.0,162,25.4,58.0,1277.43,1277.43
GK-11773,Delhi,Nehru Place,2026-01-29,3,9.1,27,0.0,386,18.8,34.5,937.56,937.56
GK-11827,Delhi,Connaught Place,2025-11-30,6,5.7,10,0.0,356,30.3,54.8,778.25,778.25
GK-10816,Chennai,Anna Nagar,2026-03-17,1,11.4,21,0.0,229,36.5,44.2,1826.47,1826.47
GK-10112,Mumbai,Kurla,2026-02-10,1,9.1,22,0.0,102,20.5,52.2,977.45,977.45
GK-10897,Mumbai,Thane,2025-10-28,1,9.4,27,0.0,162,36.8,30.9,1304.95,1304.95
GK-11784,Chennai,Guindy,2026-03-08,6,7.4,19,0.0,254,35.5,35.2,1232.3,1232.3
GK-10607,Chennai,Tambaram,2026-02-28,5,7.9,13,0.0,20,27.3,65.6,854.0,854.0
GK-11489,Delhi,Chandni Chowk,2026-03-13,4,6.8,10,0.7,107,24.5,62.5,918.17,918.17
GK-10088,Delhi,Rohini,2025-10-07,1,9.5,23,0.0,180,39.5,62.7,1485.66,1485.66
GK-10275,Chennai,Chromepet,2025-10-06,0,6.9,12,0.0,185,35.8,92.0,841.19,841.19
GK-11029,Delhi,Janakpuri,2025-12-12,4,8.3,17,0.0,415,35.6,59.4,985.04,985.04
GK-10024,Mumbai,Dadar,2026-03-06,4,6.3,18,0.0,115,32.5,55.0,836.31,836.31
GK-11739,Delhi,Connaught Place,2026-02-25,2,10.9,29,0.0,79,18.2,61.6,623.78,623.78
GK-10965,Mumbai,Borivali,2026-01-10,5,10.8,18,0.0,187,28.5,65.5,1297.49,1297.49
GK-11011,Mumbai,Goregaon,2025-12-28,6,8.6,21,0.0,176,21.6,68.2,945.78,945.78
GK-11458,Chennai,Velachery,2025-11-27,3,11.7,32,0.0,54,36.0,89.6,927.61,927.61
GK-11238,Delhi,Chandni Chowk,2025-11-29,5,12.7,21,0.0,265,23.4,58.2,1950.54,1950.54
GK-11033,Delhi,Pitampura,2025-11-11,1,9.2,16,7.0,380,39.0,37.4,864.8,864.8
GK-10930,Mumbai,Bandra,2026-03-21,5,14.0,36,0.0,90,35.7,38.0,1860.82,1860.82
GK-10107,Mumbai,Thane,2025-11-17,0,10.5,16,3.4,162,33.4,53.8,1080.45,1080.45
GK-11791,Chennai,Adyar,2026-01-24,5,10.2,26,0.0,99,28.2,45.5,1717.94,1717.94
GK-11825,Delhi,Saket,2026-02-10,1,9.8,26,0.0,114,35.1,32.9,1218.27,1218.27
GK-10511,Chennai,Mylapore,2025-11-28,4,12.2,31,37.0,81,29.3,65.4,1647.02,1647.02
GK-11546,Delhi,Dwarka,2025-12-11,3,14.0,36,0.0,360,31.7,59.2,755.37,755.37
GK-11527,Chennai,T. Nagar,2025-11-02,6,10.1,23,0.0,133,37.9,68.5,1946.98,1946.98
GK-11003,Mumbai,Malad,2025-10-21,1,13.3,31,0.0,145,26.3,44.3,1723.13,1723.13
GK-10635,Mumbai,Powai,2026-02-15,6,10.3,19,0.0,209,24.9,59.5,1817.18,1817.18
GK-10104,Mumbai,Bandra,2026-03-29,6,12.9,24,0.0,133,26.3,38.3,1585.98,1585.98
GK-10277,Chennai,Anna Nagar,2025-10-26,6,11.3,26,0.0,137,29.2,53.6,1328.82,1328.82
GK-10342,Delhi,Connaught Place,2026-02-25,2,10.3,21,0.0,79,18.2,61.6,1579.81,1579.81
GK-10498,Delhi,Saket,2025-11-06,3,12.3,23,0.0,258,41.3,34.0,919.53,919.53
GK-10212,Mumbai,Kurla,2025-10-13,0,7.5,21,0.0,127,31.8,69.7,1042.62,1042.62
GK-10726,Chennai,Chromepet,2025-10-30,3,10.8,22,0.0,216,37.9,83.2,818.4,818.4
GK-10456,Mumbai,Andheri,2025-11-02,6,14.0,31,0.0,90,34.5,55.5,1219.53,1219.53
GK-10368,Chennai,Porur,2026-03-27,4,12.6,33,0.0,155,37.0,31.4,1632.14,1632.14
GK-11311,Chennai,T. Nagar,2026-01-11,6,8.5,19,0.0,148,28.9,44.7,1405.17,1405.17
GK-10478,Delhi,Janakpuri,2025-10-03,4,8.2,13,0.0,130,45.8,37.1,1083.26,1083.26
GK-10434,Delhi,Rohini,2026-02-10,1,10.6,20,0.0,86,36.1,43.6,1396.4,1396.4
GK-10778,Delhi,Rohini,2026-02-25,2,7.6,19,0.0,96,19.4,34.2,909.41,909.41
GK-11942,Delhi,Rohini,2025-10-23,3,12.4,35,0.0,245,44.3,47.0,1004.08,1004.08
GK-11601,Mumbai,Kurla,2025-10-18,5,4.5,11,0.0,119,27.1,46.1,789.92,789.92
GK-11813,Chennai,Sholinganallur,2026-01-23,4,8.6,17,0.0,67,23.8,50.9,919.21,919.21
GK-10950,Delhi,Saket,2025-12-23,1,7.5,15,0.0,407,31.6,59.5,894.43,894.43
GK-10102,Chennai,Mylapore,2025-10-10,4,4.0,6,0.0,158,36.9,64.5,354.31,354.31
GK-11457,Delhi,Dwarka,2025-10-10,4,10.6,27,0.0,117,43.7,62.7,836.67,836.67
GK-11714,Chennai,T. Nagar,2026-01-17,5,6.2,17,0.0,46,26.3,36.5,716.99,716.99
GK-11069,Mumbai,Navi Mumbai,2025-12-14,6,8.0,23,0.0,190,21.2,55.8,1476.12,1476.12
GK-11903,Chennai,Tambaram,2026-01-29,3,8.6,23,0.0,202,23.7,50.6,1168.11,1168.11
GK-11716,Chennai,Adyar,2026-03-15,6,10.6,24,0.0,164,31.5,61.0,1354.46,1354.46
GK-10166,Mumbai,Navi Mumbai,2025-12-19,4,7.9,23,0.0,120,31.9,45.2,1170.3,1170.3
GK-10555,Chennai,Velachery,2026-01-26,0,9.4,23,0.0,205,30.5,59.4,1238.45,1238.45
GK-11874,Chennai,Mylapore,2025-10-17,4,11.1,25,42.9,175,33.6,83.9,1035.96,1035.96
GK-10599,Delhi,Janakpuri,2025-12-17,2,8.4,13,0.0,260,19.1,41.7,1123.42,1123.42
GK-11056,Delhi,Saket,2025-11-30,6,11.9,23,0.0,446,33.9,49.2,994.17,994.17
GK-10002,Mumbai,Bandra,2025-10-02,3,7.7,21,0.0,174,28.6,59.6,733.96,733.96
GK-10487,Delhi,Chandni Chowk,2026-03-26,3,8.0,17,0.0,145,33.3,62.8,899.83,899.83
GK-10763,Mumbai,Thane,2025-11-07,4,13.6,37,0.0,179,32.1,34.1,1647.74,1647.74
GK-11215,Chennai,Porur,2025-10-29,2,7.8,12,7.7,205,29.7,50.6,842.11,842.11
GK-11330,Delhi,Karol Bagh,2025-10-27,0,12.8,26,0.0,116,27.8,55.7,1587.77,1587.77
GK-10459,Delhi,Lajpat Nagar,2026-01-23,4,11.7,30,0.0,360,30.9,67.4,316.94,316.94
GK-10510,Delhi,Chandni Chowk,2025-10-15,2,12.0,21,0.0,110,36.6,58.1,1229.87,1229.87
GK-11581,Delhi,Dwarka,2025-12-17,2,13.7,35,0.0,287,20.6,44.1,1597.44,1597.44
GK-10033,Delhi,Saket,2025-12-11,3,5.2,12,0.0,208,32.2,31.3,697.49,697.49
GK-11463,Chennai,Sholinganallur,2025-11-03,0,7.2,11,0.0,106,31.9,53.3,711.92,711.92
GK-11826,Mumbai,Navi Mumbai,2026-03-21,5,12.9,21,0.0,76,27.5,52.5,1785.73,1785.73
GK-11052,Delhi,Chandni Chowk,2026-01-06,1,8.9,24,0.0,337,31.0,61.3,955.09,955.09
GK-10169,Chennai,Mylapore,2026-02-08,6,12.1,29,0.0,140,27.1,30.2,1365.83,1365.83
GK-11319,Delhi,Chandni Chowk,2025-12-31,2,5.3,8,1.4,321,32.2,66.9,864.43,864.43
GK-11100,Chennai,Tambaram,2026-01-17,5,12.9,30,0.0,135,23.9,46.5,2225.45,2225.45
GK-11249,Chennai,Mylapore,2025-11-29,5,13.6,23,32.3,152,33.9,61.9,924.54,924.54
GK-11681,Chennai,Tambaram,2025-12-22,0,9.1,22,30.0,37,29.4,83.0,696.53,696.53
GK-11013,Mumbai,Dadar,2026-03-20,4,9.0,23,0.0,44,32.5,46.5,1147.35,1147.35
GK-10024,Mumbai,Dadar,2026-01-19,0,7.9,12,0.0,172,28.8,34.2,934.2,934.2
GK-10965,Mumbai,Borivali,2026-01-01,3,7.4,21,0.0,117,20.7,43.1,848.66,848.66
GK-11201,Mumbai,Dadar,2026-01-10,5,6.2,17,0.0,78,19.6,47.3,1200.71,1200.71
GK-11941,Chennai,Adyar,2025-12-31,2,10.6,29,11.2,106,27.2,78.9,1860.46,1860.46
GK-11167,Delhi,Pitampura,2026-01-08,3,10.9,32,0.0,406,42.2,59.1,820.81,820.81
GK-11630,Mumbai,Bandra,2026-02-01,6,12.2,26,0.0,201,26.4,65.6,1998.52,1998.52
GK-10682,Mumbai,Andheri,2026-03-20,4,6.0,10,0.0,88,29.9,54.4,532.76,532.76
GK-10073,Delhi,Connaught Place,2026-03-24,1,12.3,33,14.2,196,36.1,59.5,2085.6,2085.6
GK-10760,Chennai,Velachery,2025-11-09,6,7.4,17,0.0,130,29.8,75.8,948.43,948.43
GK-11811,Chennai,T. Nagar,2025-11-28,4,14.0,25,32.9,65,29.9,63.6,1072.72,1072.72
GK-11919,Mumbai,Powai,2026-02-28,5,8.8,14,0.0,89,20.8,41.3,1000.45,1000.45
GK-11871,Chennai,Anna Nagar,2025-12-08,0,12.0,24,58.7,179,21.7,74.0,1468.97,1468.97
GK-10922,Chennai,Guindy,2026-01-25,6,13.5,24,0.0,73,31.0,43.7,1846.97,1846.97
GK-11092,Chennai,T. Nagar,2025-12-04,3,9.0,19,38.3,153,22.9,91.9,678.39,678.39
GK-10588,Delhi,Karol Bagh,2026-01-24,5,14.0,25,0.0,271,38.6,30.2,2068.86,2068.86
GK-11893,Mumbai,Bandra,2026-02-16,0,4.8,9,0.0,220,23.4,46.5,638.12,638.12
GK-11023,Chennai,Adyar,2025-10-09,3,9.6,20,6.5,20,33.6,67.5,1386.72,1386.72
GK-11700,Chennai,Velachery,2026-03-16,0,10.4,27,2.3,113,29.9,40.9,1855.87,1855.87
GK-11968,Delhi,Connaught Place,2025-11-28,4,12.7,31,0.0,279,27.0,59.9,2013.86,2013.86
GK-11524,Mumbai,Thane,2025-12-23,1,11.3,18,0.0,108,25.8,38.8,2018.2,2018.2
GK-10647,Mumbai,Navi Mumbai,2026-01-21,2,7.9,19,0.0,61,22.4,56.9,870.64,870.64
GK-10998,Mumbai,Thane,2025-11-01,5,11.0,24,0.0,102,33.0,50.0,1510.75,1510.75
GK-10624,Mumbai,Bandra,2025-10-11,5,10.9,18,0.0,76,34.6,36.8,1925.85,1925.85
GK-11677,Delhi,Nehru Place,2026-02-22,6,8.2,17,0.0,120,38.7,52.5,651.36,651.36
GK-10995,Mumbai,Malad,2026-01-03,5,12.3,23,0.0,100,28.2,39.8,1582.99,1582.99
GK-11823,Chennai,Velachery,2026-01-25,6,10.6,25,0.0,144,31.2,69.0,2854.78,2854.78
GK-11906,Mumbai,Malad,2026-01-14,2,8.4,17,0.0,195,28.3,63.4,894.59,894.59
GK-10828,Delhi,Chandni Chowk,2026-02-08,6,6.4,12,12.5,91,35.0,55.4,774.2,774.2
GK-10304,Mumbai,Dadar,2025-11-29,5,11.3,30,0.0,99,33.0,49.4,1196.6,1196.6
GK-10329,Chennai,Velachery,2025-12-17,2,8.2,13,0.0,56,22.9,80.1,1319.48,1319.48
GK-11244,Mumbai,Navi Mumbai,2025-10-15,2,14.0,38,0.0,156,26.1,36.5,1524.67,1524.67
GK-11944,Mumbai,Thane,2026-02-24,1,8.7,17,0.0,113,31.1,64.4,1053.11,1053.11
GK-11551,Chennai,Velachery,2026-03-20,4,7.4,18,0.0,139,35.8,60.4,794.24,794.24
GK-11811,Chennai,T. Nagar,2026-03-24,1,14.0,36,0.0,77,36.5,30.5,1470.85,1470.85
GK-11434,Mumbai,Dadar,2026-02-12,3,13.5,27,0.0,45,23.2,56.4,1144.07,1144.07
GK-11952,Chennai,Sholinganallur,2025-11-04,1,13.9,30,0.0,138,33.8,52.0,2119.19,2119.19
GK-11194,Chennai,Anna Nagar,2026-02-18,2,6.4,10,0.0,137,28.9,33.3,638.02,638.02
GK-10538,Delhi,Chandni Chowk,2026-03-09,0,14.0,30,0.0,92,25.9,61.2,1938.7,1938.7
GK-11967,Mumbai,Powai,2025-11-12,2,6.8,19,0.0,134,27.4,47.7,608.06,608.06
GK-10475,Chennai,Sholinganallur,2025-12-14,6,14.0,37,36.2,67,21.8,85.7,1658.69,1658.69
GK-11571,Delhi,Pitampura,2026-02-06,4,11.7,22,0.0,125,29.6,63.9,1463.33,1463.33
GK-10563,Chennai,Porur,2025-10-20,0,11.2,27,14.7,105,28.5,61.2,1345.62,1345.62
GK-11255,Chennai,Adyar,2026-02-17,1,8.1,16,0.0,184,24.5,63.4,1194.39,1194.39
GK-10097,Mumbai,Kurla,2025-10-31,4,10.7,31,0.0,77,32.6,67.9,1079.74,1079.74
GK-10072,Delhi,Lajpat Nagar,2026-01-24,5,9.4,27,10.7,425,37.7,57.0,682.07,682.07
GK-10526,Chennai,Sholinganallur,2025-10-24,4,8.5,23,0.0,164,32.3,85.5,836.73,836.73
GK-10380,Chennai,T. Nagar,2026-01-10,5,13.7,31,0.0,124,24.1,35.1,1248.21,1248.21
GK-11327,Chennai,T. Nagar,2025-11-17,0,12.5,33,29.3,41,33.3,84.1,1206.29,1206.29
GK-11398,Chennai,Velachery,2025-11-17,0,13.8,26,1.8,90,31.1,70.9,1533.2,1533.2
GK-11642,Mumbai,Andheri,2026-02-26,3,8.7,25,0.0,178,28.4,40.5,1133.26,1133.26
GK-11129,Mumbai,Powai,2025-11-01,5,12.1,32,0.0,59,35.8,32.7,1601.71,1601.71
GK-10506,Mumbai,Dadar,2025-12-05,4,9.3,23,0.0,157,26.7,30.7,1024.03,1024.03
GK-11847,Chennai,Velachery,2025-10-14,1,13.5,21,1.9,90,35.6,73.2,2300.44,2300.44
GK-11537,Delhi,Janakpuri,2025-12-25,3,8.0,22,0.0,326,25.9,67.5,723.05,723.05
GK-10052,Delhi,Saket,2026-02-22,6,11.9,29,0.0,95,38.1,32.2,1187.25,1187.25
GK-11986,Chennai,Mylapore,2026-02-02,0,10.9,30,0.0,20,25.9,58.8,1023.51,1023.51
GK-10242,Chennai,Velachery,2026-02-24,1,9.0,17,0.0,113,32.7,63.1,1058.24,1058.24
GK-10923,Delhi,Karol Bagh,2025-10-04,5,14.0,33,0.0,147,41.3,62.4,1913.1,1913.1
GK-11747,Delhi,Saket,2026-02-08,6,12.2,26,0.0,266,30.7,39.6,2177.81,2177.81
GK-10375,Delhi,Connaught Place,2026-03-24,1,6.9,10,14.2,196,36.1,59.5,777.97,777.97
GK-11748,Chennai,Adyar,2026-03-06,4,9.5,23,0.0,59,31.1,55.1,1518.85,1518.85
GK-10014,Mumbai,Kurla,2026-03-19,3,14.0,32,11.1,97,32.6,67.4,1246.55,1246.55
GK-10679,Chennai,Sholinganallur,2025-11-15,5,8.1,16,1.4,87,30.1,72.6,1118.34,1118.34
GK-10245,Delhi,Dwarka,2025-12-16,1,9.6,26,0.0,375,16.0,67.0,1114.41,1114.41
GK-10187,Mumbai,Andheri,2025-11-11,1,14.0,35,0.5,179,30.2,33.0,1743.01,1743.01
GK-10745,Chennai,Velachery,2026-01-22,3,13.3,38,0.0,206,29.7,62.0,1416.22,1416.22
GK-10607,Chennai,Tambaram,2025-10-06,0,7.1,16,0.0,261,34.9,81.7,671.7,671.7
GK-10789,Delhi,Nehru Place,2026-02-08,6,6.7,15,0.0,31,31.9,33.5,1123.44,1123.44
GK-10572,Delhi,Karol Bagh,2025-12-08,0,8.0,13,0.0,370,25.4,43.1,778.17,778.17
GK-11249,Chennai,Mylapore,2025-10-31,4,13.4,34,0.0,130,33.1,74.6,921.39,921.39
GK-11851,Chennai,Adyar,2025-10-22,2,6.8,18,8.5,45,32.5,87.6,896.4,896.4
GK-11446,Delhi,Connaught Place,2025-10-25,5,5.4,9,0.0,156,24.9,66.1,650.19,650.19
GK-11027,Delhi,Karol Bagh,2026-02-24,1,6.8,14,0.0,148,42.0,69.8,955.51,955.51
GK-10692,Chennai,Adyar,2026-02-23,0,12.1,25,0.0,21,28.2,42.4,1357.76,1357.76
GK-11626,Mumbai,Borivali,2025-12-05,4,6.4,14,0.0,65,23.7,33.2,716.14,716.14
GK-11604,Chennai,Mylapore,2026-03-26,3,9.9,19,0.0,177,32.3,35.2,1141.11,1141.11
GK-11416,Chennai,Adyar,2026-03-02,0,3.3,6,0.0,178,36.1,39.9,286.87,286.87
GK-11530,Chennai,Chromepet,2025-10-09,3,12.7,27,20.9,187,37.1,70.3,799.87,799.87
GK-10689,Chennai,Guindy,2025-12-14,6,7.9,12,12.1,179,32.2,91.9,801.78,801.78
GK-11780,Chennai,Tambaram,2026-03-08,6,11.5,19,0.0,227,34.2,47.1,1804.03,1804.03
GK-11067,Chennai,Porur,2025-10-30,3,5.9,13,0.0,92,35.8,80.2,788.48,788.48
GK-10289,Chennai,Anna Nagar,2026-02-27,4,7.5,12,0.0,44,25.5,56.4,1182.17,1182.17
GK-11200,Mumbai,Borivali,2026-01-04,6,7.1,10,0.0,260,29.7,64.0,1194.26,1194.26
GK-10384,Mumbai,Powai,2025-10-01,2,10.1,25,0.0,166,26.1,57.9,1615.98,1615.98
GK-11092,Chennai,T. Nagar,2026-02-16,0,7.4,19,0.0,72,21.4,62.8,780.81,780.81
GK-11330,Delhi,Karol Bagh,2026-02-20,4,11.9,20,0.0,150,25.3,58.8,1531.66,1531.66
GK-11536,Chennai,Sholinganallur,2025-12-09,1,4.9,14,0.0,84,25.8,52.1,463.37,463.37
GK-11585,Mumbai,Dadar,2026-01-28,2,10.8,30,8.1,121,26.8,52.9,1084.75,1084.75
GK-10549,Mumbai,Navi Mumbai,2025-12-07,6,13.2,21,0.0,82,23.6,69.9,2024.9,2024.9
GK-10950,Delhi,Saket,2026-01-04,6,10.0,25,0.0,268,33.3,39.6,1582.08,1582.08
